domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,ip_address,country,vt_available,urlscan_available,whois_available,timestamp
"1691e99fdb0742269a70b7e5d2cdcc38-xds.alb.azure.com","https://1691e99fdb0742269a70b7e5d2cdcc38-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:25.337Z"
"16a20414971743.japaneast.airflow.svc.datafactory.azure.com","https://16a20414971743.japaneast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:26.124Z"
"16b40933181737.canadacentral.airflow.svc.datafactory.azure.com","https://16b40933181737.canadacentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:26.911Z"
"16bd8162661.germanywestcentral.airflow.svc.datafactory.azure.com","https://16bd8162661.germanywestcentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:27.706Z"
"16cb1166671743.westus2.airflow.svc.datafactory.azure.com","https://16cb1166671743.westus2.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:28.500Z"
"16d15025531728.canadacentral.airflow.svc.datafactory.azure.com","https://16d15025531728.canadacentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:29.312Z"
"16dda6816b5649bda33a5912ffc50fa6.alb.azure.com","https://16dda6816b5649bda33a5912ffc50fa6.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:30.108Z"
"16dda6816b5649bda33a5912ffc50fa6-xds.alb.azure.com","https://16dda6816b5649bda33a5912ffc50fa6-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:30.901Z"
"16dd.alb.azure.com","https://16dd.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:31.690Z"
"171b1555261728.westeurope.airflow.svc.datafactory.azure.com","https://171b1555261728.westeurope.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:32.476Z"
"171c0075-b7a1-465b-8d10-54601585037b.vpn.azure.com","https://171c0075-b7a1-465b-8d10-54601585037b.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:33.266Z"
"17204481241741.centraluseuap.airflow.svc.datafactory.azure.com","https://17204481241741.centraluseuap.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:34.052Z"
"17549.chinabank.com","https://17549.chinabank.com",3,"blacklist_match","blacklist_match","","bank",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:34.841Z"
"17569104231738.westeurope.airflow.svc.datafactory.azure.com","https://17569104231738.westeurope.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:35.630Z"
"175d.alb.azure.com","https://175d.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:36.426Z"
"175dc2ec9fcc42c7a791dd6a09db3655.alb.azure.com","https://175dc2ec9fcc42c7a791dd6a09db3655.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:37.210Z"
"175dc2ec9fcc42c7a791dd6a09db3655-xds.alb.azure.com","https://175dc2ec9fcc42c7a791dd6a09db3655-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:37.997Z"
"178a0068-b76b-447a-8303-4944efddddc8.vpn.azure.com","https://178a0068-b76b-447a-8303-4944efddddc8.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:38.788Z"
"17909047181738.japanwest.airflow.svc.datafactory.azure.com","https://17909047181738.japanwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:39.575Z"
"17929350171742.swedencentral.airflow.svc.datafactory.azure.com","https://17929350171742.swedencentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:40.365Z"
"180e60e8501d4390a6f3b491a5e474de.alb.azure.com","https://180e60e8501d4390a6f3b491a5e474de.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:41.155Z"
"180e60e8501d4390a6f3b491a5e474de-xds.alb.azure.com","https://180e60e8501d4390a6f3b491a5e474de-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:41.946Z"
"180e.alb.azure.com","https://180e.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:42.742Z"
"18170069-957e-4afe-b899-ba3926099c74.vpn.azure.com","https://18170069-957e-4afe-b899-ba3926099c74.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:43.532Z"
"181a006e-80f9-403f-99e6-eb453e1b8728.vpn.azure.com","https://181a006e-80f9-403f-99e6-eb453e1b8728.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:44.317Z"
"182430ac5eb44cdd83b4a56edfb534df.alb.azure.com","https://182430ac5eb44cdd83b4a56edfb534df.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:45.118Z"
"182430ac5eb44cdd83b4a56edfb534df-xds.alb.azure.com","https://182430ac5eb44cdd83b4a56edfb534df-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:45.908Z"
"1824.alb.azure.com","https://1824.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:46.699Z"
"183.207.178.68.host.secureserver.net","https://183.207.178.68.host.secureserver.net",3,"blacklist_match","blacklist_match","","secure",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:47.510Z"
"1834356312172.switzerlandnorth.airflow.svc.datafactory.azure.com","https://1834356312172.switzerlandnorth.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:48.321Z"
"18410117fe224acbacce2327be68cd78.alb.azure.com","https://18410117fe224acbacce2327be68cd78.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:49.114Z"
"18410117fe224acbacce2327be68cd78-xds.alb.azure.com","https://18410117fe224acbacce2327be68cd78-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:49.902Z"
"1841.alb.azure.com","https://1841.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:50.691Z"
"1842-outbrain-account-connect-page.win4.tempurl.info","https://1842-outbrain-account-connect-page.win4.tempurl.info",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:51.504Z"
"184409.aws.radiantlock.org","https://184409.aws.radiantlock.org",5,"medium_risk","enterprise_target","aws","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:52.297Z"
"1846m.bitcointourism.xyz","https://1846m.bitcointourism.xyz",3,"blacklist_match","blacklist_match","","bitcoin",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:53.082Z"
"18989385051742.japaneast.airflow.svc.datafactory.azure.com","https://18989385051742.japaneast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:53.867Z"
"189a.alb.azure.com","https://189a.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:54.653Z"
"189ad6b504a54eff895addbde33e407a.alb.azure.com","https://189ad6b504a54eff895addbde33e407a.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:55.440Z"
"189ad6b504a54eff895addbde33e407a-xds.alb.azure.com","https://189ad6b504a54eff895addbde33e407a-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:56.227Z"
"189.metastaticbreastcancer.com","https://189.metastaticbreastcancer.com",5,"medium_risk","enterprise_target","meta","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:57.027Z"
"18ab8490231737.centraluseuap.airflow.svc.datafactory.azure.com","https://18ab8490231737.centraluseuap.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:57.815Z"
"18c3.alb.azure.com","https://18c3.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:58.617Z"
"18c3d56d0a7f4d668a0509b5401ed352.alb.azure.com","https://18c3d56d0a7f4d668a0509b5401ed352.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:00:59.429Z"
"18c3d56d0a7f4d668a0509b5401ed352-xds.alb.azure.com","https://18c3d56d0a7f4d668a0509b5401ed352-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:01:00.215Z"
"18c88881991728.northeurope.airflow.svc.datafactory.azure.com","https://18c88881991728.northeurope.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:01:00.999Z"
"18.crypto-e2e.testing.nebius.cloud","https://18.crypto-e2e.testing.nebius.cloud",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:01:01.797Z"
"18d41030460e44f18923e3d1a7d750b0.alb.azure.com","https://18d41030460e44f18923e3d1a7d750b0.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:01:02.588Z"
"18d41030460e44f18923e3d1a7d750b0-xds.alb.azure.com","https://18d41030460e44f18923e3d1a7d750b0-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:01:03.390Z"
"18d4.alb.azure.com","https://18d4.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:01:04.182Z"
"18ed9159261741.centraluseuap.airflow.svc.datafactory.azure.com","https://18ed9159261741.centraluseuap.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T12:01:04.990Z"
"1900betapplogin.com","https://1900betapplogin.com",4,"blacklist_match","blacklist_match","","login",0,0,"false","active","West263 International Limited","2025-05-08T14:55:24Z","2026-05-08T14:55:24Z","","","false","true","true","2025-07-07T12:01:21.971Z"
"19011294641741.switzerlandwest.airflow.svc.datafactory.azure.com","https://19011294641741.switzerlandwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:22.757Z"
"1902.alb.azure.com","https://1902.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:23.545Z"
"1902d19d83c2443695d9651581602a4c.alb.azure.com","https://1902d19d83c2443695d9651581602a4c.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:24.338Z"
"1902d19d83c2443695d9651581602a4c-xds.alb.azure.com","https://1902d19d83c2443695d9651581602a4c-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:25.130Z"
"19127066811742.westeurope.airflow.svc.datafactory.azure.com","https://19127066811742.westeurope.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:25.920Z"
"192a.alb.azure.com","https://192a.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:26.707Z"
"192afc1712574432920b9c94194de94d.alb.azure.com","https://192afc1712574432920b9c94194de94d.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:27.502Z"
"192afc1712574432920b9c94194de94d-xds.alb.azure.com","https://192afc1712574432920b9c94194de94d-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:28.293Z"
"19341d58ed164b24b3261f8fdab4583a.alb.azure.com","https://19341d58ed164b24b3261f8fdab4583a.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:29.080Z"
"19341d58ed164b24b3261f8fdab4583a-xds.alb.azure.com","https://19341d58ed164b24b3261f8fdab4583a-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:29.882Z"
"1934.alb.azure.com","https://1934.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:30.671Z"
"194535599d0b45c5be92aa19b0288f31.alb.azure.com","https://194535599d0b45c5be92aa19b0288f31.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:31.467Z"
"194535599d0b45c5be92aa19b0288f31-xds.alb.azure.com","https://194535599d0b45c5be92aa19b0288f31-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:32.267Z"
"1945.alb.azure.com","https://1945.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:33.056Z"
"19584254611742.northcentralus.airflow.svc.datafactory.azure.com","https://19584254611742.northcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:33.845Z"
"196.55.167.72.host.secureserver.net","https://196.55.167.72.host.secureserver.net",3,"blacklist_match","blacklist_match","","secure",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:34.631Z"
"19ad1703801741.eastus.airflow.svc.datafactory.azure.com","https://19ad1703801741.eastus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:35.421Z"
"19c09460981727.australiaeast.airflow.svc.datafactory.azure.com","https://19c09460981727.australiaeast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:36.207Z"
"19c48985011742.southcentralus.airflow.svc.datafactory.azure.com","https://19c48985011742.southcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:36.997Z"
"19c95e01b8fc4476addce8d0db9f54e4.alb.azure.com","https://19c95e01b8fc4476addce8d0db9f54e4.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:37.785Z"
"19c95e01b8fc4476addce8d0db9f54e4-xds.alb.azure.com","https://19c95e01b8fc4476addce8d0db9f54e4-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:38.573Z"
"19c9.alb.azure.com","https://19c9.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:39.357Z"
"19cd6892011738.eastus.airflow.svc.datafactory.azure.com","https://19cd6892011738.eastus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:40.146Z"
"19e2379ace6642cb8fd95b12a29a0f65.alb.azure.com","https://19e2379ace6642cb8fd95b12a29a0f65.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:40.932Z"
"19e2379ace6642cb8fd95b12a29a0f65-xds.alb.azure.com","https://19e2379ace6642cb8fd95b12a29a0f65-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:41.723Z"
"19e2.alb.azure.com","https://19e2.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:42.508Z"
"19ee8181081736.eastasia.airflow.svc.datafactory.azure.com","https://19ee8181081736.eastasia.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:43.301Z"
"19f50319251.australiasoutheast.airflow.svc.datafactory.azure.com","https://19f50319251.australiasoutheast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:44.097Z"
"1a135645301738.southindia.airflow.svc.datafactory.azure.com","https://1a135645301738.southindia.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:44.886Z"
"1a329287d9-testing.sequoia.us-west-2.appstudio.aws","https://1a329287d9-testing.sequoia.us-west-2.appstudio.aws",5,"medium_risk","enterprise_target","aws","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:45.672Z"
"1a419340701742.eastus2.airflow.svc.datafactory.azure.com","https://1a419340701742.eastus2.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:46.461Z"
"1a575f9f4dd14168ac87db5ac562cdcc.alb.azure.com","https://1a575f9f4dd14168ac87db5ac562cdcc.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:47.254Z"
"1a575f9f4dd14168ac87db5ac562cdcc-xds.alb.azure.com","https://1a575f9f4dd14168ac87db5ac562cdcc-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:48.039Z"
"1a57.alb.azure.com","https://1a57.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:48.826Z"
"1a584a06ab5e460b874686f30a13d200.alb.azure.com","https://1a584a06ab5e460b874686f30a13d200.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:49.612Z"
"1a584a06ab5e460b874686f30a13d200-xds.alb.azure.com","https://1a584a06ab5e460b874686f30a13d200-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:50.419Z"
"1a58.alb.azure.com","https://1a58.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:51.207Z"
"1a71fc44-4234-4614-ab27-59db56a25b1c.forgeapps.ec2.aws.dev","https://1a71fc44-4234-4614-ab27-59db56a25b1c.forgeapps.ec2.aws.dev",5,"medium_risk","enterprise_target","aws","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:51.995Z"
"1a73a5baef33488eb26fc8df50ab51c3.alb.azure.com","https://1a73a5baef33488eb26fc8df50ab51c3.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:52.786Z"
"1a73a5baef33488eb26fc8df50ab51c3-xds.alb.azure.com","https://1a73a5baef33488eb26fc8df50ab51c3-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:53.573Z"
"1a73.alb.azure.com","https://1a73.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:54.377Z"
"1a817613851741.westcentralus.airflow.svc.datafactory.azure.com","https://1a817613851741.westcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:55.188Z"
"1a944659611742.canadaeast.airflow.svc.datafactory.azure.com","https://1a944659611742.canadaeast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:55.993Z"
"1a979a3f895c4d679e503551858dcdde.alb.azure.com","https://1a979a3f895c4d679e503551858dcdde.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:56.787Z"
"1a979a3f895c4d679e503551858dcdde-xds.alb.azure.com","https://1a979a3f895c4d679e503551858dcdde-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:57.579Z"
"1a97.alb.azure.com","https://1a97.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:58.364Z"
"1aa670a8-2ce4-4b04-ac5f-829256e97cb0.vpn.azure.com","https://1aa670a8-2ce4-4b04-ac5f-829256e97cb0.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:59.158Z"
"1aad5238231728.northcentralus.airflow.svc.datafactory.azure.com","https://1aad5238231728.northcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:01:59.956Z"
"1ab72fc4b8e84e5696a425a9ad99fb17.alb.azure.com","https://1ab72fc4b8e84e5696a425a9ad99fb17.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:00.744Z"
"1ab72fc4b8e84e5696a425a9ad99fb17-xds.alb.azure.com","https://1ab72fc4b8e84e5696a425a9ad99fb17-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:01.533Z"
"1ab7.alb.azure.com","https://1ab7.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:02.320Z"
"1ahio9.testingbigaccountcooldomainname5.info","https://1ahio9.testingbigaccountcooldomainname5.info",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:03.105Z"
"1b077511251.germanywestcentral.airflow.svc.datafactory.azure.com","https://1b077511251.germanywestcentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:03.906Z"
"1b0c.alb.azure.com","https://1b0c.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:04.695Z"
"1b0cb4637a8b4c2db1bc8fdd1f250e84.alb.azure.com","https://1b0cb4637a8b4c2db1bc8fdd1f250e84.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:05.485Z"
"1b0cb4637a8b4c2db1bc8fdd1f250e84-xds.alb.azure.com","https://1b0cb4637a8b4c2db1bc8fdd1f250e84-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:06.270Z"
"1b278775691727.northcentralus.airflow.svc.datafactory.azure.com","https://1b278775691727.northcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:07.056Z"
"1b3b3219511728.canadacentral.airflow.svc.datafactory.azure.com","https://1b3b3219511728.canadacentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:07.870Z"
"1b4e5611191736.northcentralus.airflow.svc.datafactory.azure.com","https://1b4e5611191736.northcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:08.666Z"
"1b83.alb.azure.com","https://1b83.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:09.455Z"
"1b83beed69c4449fb3a2b6fcd30759d9.alb.azure.com","https://1b83beed69c4449fb3a2b6fcd30759d9.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:10.243Z"
"1b83beed69c4449fb3a2b6fcd30759d9-xds.alb.azure.com","https://1b83beed69c4449fb3a2b6fcd30759d9-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:11.052Z"
"1b9f957a389e4422b6f508ebcf3f2e1f.alb.azure.com","https://1b9f957a389e4422b6f508ebcf3f2e1f.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:11.856Z"
"1b9f957a389e4422b6f508ebcf3f2e1f-xds.alb.azure.com","https://1b9f957a389e4422b6f508ebcf3f2e1f-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:12.642Z"
"1b9f.alb.azure.com","https://1b9f.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:13.425Z"
"1ba70135ebe747eb8add8bf7668d517a.alb.azure.com","https://1ba70135ebe747eb8add8bf7668d517a.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:14.220Z"
"1ba70135ebe747eb8add8bf7668d517a-xds.alb.azure.com","https://1ba70135ebe747eb8add8bf7668d517a-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T12:02:15.033Z"
